"","nct_id","study_type","study_type_n","phase","phase_n","condition_type","condition_type_n","intervention_type","arms","groups","enrollment","enrollment_n","start_date","start_date_yr","completion_date","completion_date_yr","duration","duration_n","study_first_posted","study_first_posted_yr","start_to_nct","status","status_n","status_new","published","published_n","sponsor","sponsor_type","sponsor_type_n","sponsor_num","zip_code","city","state","latitude","longitude","country_num","country","country_n"
"2297","NCT01708694","Interventional",1,"N/A",8,"Other",4,"Dietary Supplement",2,NA,65,"50-100","2012-08-01","2012","2016-06-01","2016",3.83299110198494,"2-5 years","2012-10-01","2012",0.167008898015058,"Completed",3,"Completed","No",2,"Pennington Biomedical Research Center","Other",4,"2",70808,"Baton Rouge","LA",30.411391,-91.1497,1,"US",1
"2298","NCT01709123","Interventional",1,"N/A",8,"Type 1",1,"Drug",2,NA,150,"100-1,000","2007-08-01","2007","2013-09-01","2013",6.08624229979466,"5-10 years","2012-10-01","2012",5.16906228610541,"Unknown status",10,"Other","No",2,"Louisiana State University Health Sciences Center Shreveport","Other",4,"3",71130,"Shreveport","LA",32.607556,-93.75256,1,"US",1
"2299","NCT01710371","Interventional",1,"Phase 1",2,"Type 2",2,"Drug",2,NA,40,"<=50","2012-12-01","2012","2015-09-01","2015",2.74880219028063,"2-5 years","2012-10-01","2012",-0.167008898015058,"Completed",3,"Completed","No",2,"Avid Radiopharmaceuticals","Industry",1,"2",6511,"New Haven","CT",41.317197,-72.92798,1,"US",1
"2300","NCT01711385","Interventional",1,"N/A",8,"Other",4,"Behavioral",2,NA,101,"100-1,000","2009-04-01","2009","2013-06-01","2013",4.16700889801506,"2-5 years","2012-10-01","2012",3.50171115674196,"Unknown status",10,"Other","No",2,"Columbia University","Other",4,"2",10032,"New York","NY",40.840686,-73.94154,1,"US",1
"2301","NCT01712061","Interventional",1,"Phase 2",4,"Other",4,"Drug",2,NA,226,"100-1,000","2012-12-01","2012","2014-09-01","2014",1.74948665297741,"1-2 years","2012-10-01","2012",-0.167008898015058,"Completed",3,"Completed","No",2,"Pfizer","Industry",1,"1",72205,"Little Rock","AR",34.752391,-92.3355,14,"US",1
"2302","NCT01713530","Interventional",1,"Phase 3",6,"Diabetes",3,"Drug",2,NA,274,"100-1,000","2013-02-01","2013","2014-01-01","2014",0.914442162902122,"<= 1 year","2012-10-01","2012",-0.336755646817248,"Completed",3,"Completed","No",2,"Novo Nordisk A/S","Industry",1,"1",94904,"Greenbrae","CA",37.950069,-122.54284,5,"US",1
"2303","NCT01713764","Interventional",1,"Phase 2",4,"Type 2",2,"Behavioral",2,NA,34,"<=50","2012-10-01","2012","2013-11-01","2013",1.08418891170431,"1-2 years","2012-10-01","2012",0,"Completed",3,"Completed","No",2,"University of California, San Francisco","Other",4,"1",94143,"San Francisco","CA",37.76313,-122.458582,1,"US",1
"2304","NCT01714232","Interventional",1,"N/A",8,"Diabetes",3,"Device",1,NA,106,"100-1,000","2012-10-01","2012","2012-11-01","2012",0.0848733744010951,"<= 1 year","2012-10-01","2012",0,"Completed",3,"Completed","No",2,"Ascensia Diabetes Care","Industry",1,"1",46544,"Mishawaka","IN",41.650672,-86.16002,1,"US",1
"2305","NCT01714505","Interventional",1,"N/A",8,"Type 1",1,"Device",2,NA,20,"<=50","2012-10-01","2012","2013-01-01","2013",0.251882272416153,"<= 1 year","2012-10-01","2012",0,"Completed",3,"Completed","No",2,"University of Virginia","Other",4,"5+",93105,"Santa Barbara","CA",34.44005,-119.75496,1,"US",1
"2306","NCT01715012","Interventional",1,"Phase 2",4,"Other",4,"Biological",2,NA,1,"<=50","2012-10-01","2012","2015-03-01","2015",2.41204654346338,"2-5 years","2012-10-01","2012",0,"Terminated",9,"Other","No",2,"Noveome Biotherapeutics, formerly Stemnion","Industry",1,"1",43210,"Columbus","OH",40.003681,-83.02148,1,"US",1
"2307","NCT01715649","Interventional",1,"N/A",8,"Type 2",2,"Behavioral",2,NA,90,"50-100","2012-11-01","2012","2014-05-01","2014",1.49486652977413,"1-2 years","2012-10-01","2012",-0.0848733744010951,"Completed",3,"Completed","No",2,"Sutter Health","Other",4,"4",95833,"Sacramento","CA",38.616891,-121.49623,1,"US",1
"2308","NCT01715818","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",2,NA,1999,"1,000-5,000","2012-12-01","2012","2013-11-01","2013",0.917180013689254,"<= 1 year","2012-10-01","2012",-0.167008898015058,"Completed",3,"Completed","No",2,"Hoffmann-La Roche","Industry",1,"1",35662,"Muscle Shoals","AL",34.757152,-87.966575,27,"US",1
"2309","NCT01718093","Interventional",1,"Phase 4",7,"Type 1",1,"Drug",3,NA,21,"<=50","2012-10-01","2012","2015-12-01","2015",3.16495550992471,"2-5 years","2012-10-01","2012",0,"Completed",3,"Completed","No",2,"Baylor College of Medicine","Other",4,"2",77030,"Houston","TX",29.704584,-95.40466,1,"US",1
"2310","NCT01719003","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",9,NA,1413,"1,000-5,000","2012-10-01","2012","2014-12-01","2014",2.16563997262149,"2-5 years","2012-11-01","2012",0.0848733744010951,"Completed",3,"Completed","No",2,"Boehringer Ingelheim","Industry",1,"2",NA,NA,NA,NA,NA,21,"US",1
"2311","NCT01719029","Interventional",1,"N/A",8,"Diabetes",3,"Other",2,NA,35,"<=50","2007-08-01","2007","2015-02-01","2015",7.50444900752909,"5-10 years","2012-11-01","2012",5.2539356605065,"Completed",3,"Completed","No",2,"University of Colorado, Denver","Other",4,"2",80045,"Aurora","CO",39.746736,-104.838361,1,"US",1
"2312","NCT01719406","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,30,"<=50","2012-11-01","2012","2014-03-01","2014",1.32785763175907,"1-2 years","2012-11-01","2012",0,"Completed",3,"Completed","No",2,"Oregon Health and Science University","Other",4,"1",97239,"Portland","OR",45.488031,-122.693796,1,"US",1
"2313","NCT01720446","Interventional",1,"Phase 3",6,"Diabetes",3,"Drug",4,NA,3297,"1,000-5,000","2013-02-01","2013","2016-03-01","2016",3.07734428473648,"2-5 years","2012-11-01","2012",-0.251882272416153,"Completed",3,"Completed","No",2,"Novo Nordisk A/S","Industry",1,"1",35205,"Birmingham","AL",33.497055,-86.8057,21,"US",1
"2314","NCT01722227","Interventional",1,"Phase 3",6,"Type 1",1,"Drug",2,NA,0,"<=50","2012-11-01","2012","2018-05-01","2018",5.49486652977413,"5-10 years","2012-11-01","2012",0,"Withdrawn",11,"Other","No",2,"University at Buffalo","Other",4,"2",14221,"Buffalo","NY",42.977456,-78.73356,1,"US",1
"2315","NCT01722240","Interventional",1,"Phase 3",6,"Type 1",1,"Drug",2,NA,96,"50-100","2012-11-01","2012","2019-11-01","2019",6.99794661190965,"5-10 years","2012-11-01","2012",0,"Recruiting",7,"Recruiting","No",2,"University at Buffalo","Other",4,"2",14215,"Buffalo","NY",42.934757,-78.8118,1,"US",1
"2316","NCT01722266","Interventional",1,"Phase 3",6,"Type 1",1,"Drug",4,NA,72,"50-100","2012-11-01","2012","2014-04-01","2014",1.41273100616016,"1-2 years","2012-11-01","2012",0,"Completed",3,"Completed","Yes",1,"Kaleida Health","Other",4,"2",14221,"Buffalo","NY",42.977456,-78.73356,1,"US",1
"2317","NCT01722643","Interventional",1,"N/A",8,"Type 1",1,"Behavioral",2,NA,95,"50-100","2013-01-01","2013","2017-06-01","2017",4.41341546885695,"2-5 years","2012-11-01","2012",-0.167008898015058,"Recruiting",7,"Recruiting","No",2,"Dartmouth-Hitchcock Medical Center","Other",4,"2",3756,"Lebanon","NH",43.967542,-71.840883,1,"US",1
"2318","NCT01724190","Interventional",1,"N/A",8,"Type 1",1,"Drug",2,NA,36,"<=50","2012-11-01","2012","2014-06-01","2014",1.57973990417522,"1-2 years","2012-11-01","2012",0,"Completed",3,"Completed","No",2,"Nationwide Children's Hospital","Other",4,"1",43205,"Columbus","OH",39.957265,-82.96587,1,"US",1
"2319","NCT01724502","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",3,NA,16,"<=50","2012-09-01","2012","2014-03-01","2014",1.49486652977413,"1-2 years","2012-11-01","2012",0.167008898015058,"Completed",3,"Completed","No",2,"Mayo Clinic","Other",4,"2",85259,"Scottsdale","AZ",33.596995,-111.82628,1,"US",1
"2320","NCT01724515","Interventional",1,"N/A",8,"Diabetes",3,"Other",3,NA,16,"<=50","2012-09-01","2012","2014-03-01","2014",1.49486652977413,"1-2 years","2012-11-01","2012",0.167008898015058,"Completed",3,"Completed","No",2,"Mayo Clinic","Other",4,"2",85259,"Scottsdale","AZ",33.596995,-111.82628,1,"US",1
"2321","NCT01724814","Interventional",1,"Phase 1",2,"Other",4,"Drug",6,NA,86,"50-100","2012-12-01","2012","2014-07-01","2014",1.57973990417522,"1-2 years","2012-11-01","2012",-0.082135523613963,"Completed",3,"Completed","No",2,"Hanmi Pharmaceutical Company Limited","Industry",1,"1",91911,"Chula Vista","CA",32.608799,-117.0607,1,"US",1
"2322","NCT01725126","Interventional",1,"Phase 2",4,"Other",4,"Drug",6,NA,53,"50-100","2013-02-01","2013","2013-09-01","2013",0.580424366872005,"<= 1 year","2012-11-01","2012",-0.251882272416153,"Completed",3,"Completed","No",2,"GlaxoSmithKline","Industry",1,"1",91910,"Chula Vista","CA",32.638654,-117.06686,1,"US",1
"2323","NCT01726114","Interventional",1,"N/A",8,"Diabetes",3,"Device",1,NA,86,"50-100","2012-06-01","2012","2013-03-01","2013",0.747433264887064,"<= 1 year","2012-11-01","2012",0.418891170431211,"Completed",3,"Completed","No",2,"C8 MediSensors, Inc.","Industry",1,"1",95119,"San Jose","CA",37.232244,-121.79092,1,"US",1
"2324","NCT01726491","Observational",2,NA,NA,"Type 2",2,NA,NA,3,46,"<=50","2012-08-01","2012","2016-11-01","2016",4.25188227241615,"2-5 years","2012-11-01","2012",0.251882272416153,"Completed",3,"Completed","No",2,"Mayo Clinic","Other",4,"1",85259,"Scottsdale","AZ",33.596995,-111.82628,1,"US",1
"2325","NCT01728116","Interventional",1,"N/A",8,"Type 2",2,"Device",2,NA,325,"100-1,000","2012-12-01","2012","2016-02-01","2016",3.16769336071184,"2-5 years","2012-11-01","2012",-0.082135523613963,"Terminated",9,"Other","No",2,"GI Dynamics","Industry",1,"1",35294,"Birmingham","AL",33.544622,-86.929208,1,"US",1
"2326","NCT01729078","Interventional",1,"N/A",8,"Other",4,"Dietary Supplement",3,NA,48,"<=50","2012-10-01","2012","2014-02-01","2014",1.33607118412047,"1-2 years","2012-11-01","2012",0.0848733744010951,"Completed",3,"Completed","No",2,"Mayo Clinic","Other",4,"1",55901,"Rochester","MN",44.048931,-92.49459,1,"US",1
"2327","NCT01729117","Interventional",1,"N/A",8,"Type 2",2,"Other",2,NA,30,"<=50","2009-05-01","2009","2012-04-01","2012",2.91854893908282,"2-5 years","2012-11-01","2012",3.50444900752909,"Completed",3,"Completed","No",2,"University of Southern California","Other",4,"1",90022,"Los Angeles","CA",34.023662,-118.15581,1,"US",1
"2328","NCT01729130","Observational",2,NA,NA,"Type 2",2,"Procedure",NA,3,15,"<=50","2009-09-01","2009","2018-01-01","2018",8.33401779603012,"5-10 years","2012-11-01","2012",3.16769336071184,"Active, not recruiting",1,"Active, not recruiting","No",2,"The University of Texas Medical Branch, Galveston","Other",4,"1",77555,"Galveston","TX",29.330501,-94.800238,1,"US",1
"2329","NCT01729299","Interventional",1,"N/A",8,"Diabetes",3,"Drug",4,NA,30,"<=50","2013-04-01","2013","2014-04-01","2014",0.999315537303217,"<= 1 year","2012-11-01","2012",-0.413415468856947,"Unknown status",10,"Other","No",2,"David Dalessio","Other",4,"2",45267,"Cincinnati","OH",39.166759,-84.53822,1,"US",1
"2330","NCT01730196","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,604,"100-1,000","2009-09-01","2009","2013-04-01","2013",3.58110882956879,"2-5 years","2012-11-01","2012",3.16769336071184,"Completed",3,"Completed","No",2,"Augusta University","Other",4,"1",30912,"Augusta","GA",33.386041,-82.090996,1,"US",1
"2331","NCT01730534","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",2,NA,17276,">10,000","2013-04-01","2013","2018-07-01","2018",5.24845995893224,"5-10 years","2012-11-01","2012",-0.413415468856947,"Active, not recruiting",1,"Active, not recruiting","No",2,"AstraZeneca","Industry",1,"4",35010,"Alexander City","AL",32.903432,-85.92669,34,"US",1
"2332","NCT01733524","Interventional",1,"N/A",8,"Type 1",1,"Behavioral",2,NA,29,"<=50","2012-10-01","2012","2015-12-01","2015",3.16495550992471,"2-5 years","2012-11-01","2012",0.0848733744010951,"Completed",3,"Completed","No",2,"University of Texas Southwestern Medical Center","Other",4,"2",75390,"Dallas","TX",32.767268,-96.777626,1,"US",1
"2333","NCT01734785","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",3,NA,607,"100-1,000","2013-01-01","2013","2015-03-01","2015",2.16016427104723,"2-5 years","2012-11-01","2012",-0.167008898015058,"Completed",3,"Completed","No",2,"Boehringer Ingelheim","Industry",1,"2",NA,NA,NA,NA,NA,11,"US",1
"2334","NCT01736124","Interventional",1,"N/A",8,"Type 2",2,"Other",2,NA,400,"100-1,000","2015-04-01","2015","2019-09-01","2019",4.41889117043121,"2-5 years","2012-11-01","2012",-2.41204654346338,"Active, not recruiting",1,"Active, not recruiting","No",2,"VA Office of Research and Development","US Fed",3,"1",48105,"Ann Arbor","MI",42.307288,-83.70443,1,"US",1
"2335","NCT01736865","Interventional",1,"Phase 2/Phase 3",5,"Type 2",2,"Drug",2,NA,124,"100-1,000","2012-12-01","2012","2015-08-01","2015",2.66392881587953,"2-5 years","2012-11-01","2012",-0.082135523613963,"Completed",3,"Completed","No",2,"Tufts Medical Center","Other",4,"2",2111,"Boston","MA",42.349838,-71.06101,1,"US",1
"2336","NCT01736930","Interventional",1,"Phase 2",4,"Type 1",1,"Device",2,NA,20,"<=50","2012-01-01","2012","2012-06-01","2012",0.416153319644079,"<= 1 year","2012-11-01","2012",0.835044490075291,"Completed",3,"Completed","No",2,"Jaeb Center for Health Research","Other",4,"2",94305,"Stanford","CA",37.427039,-122.16496,1,"US",1
"2337","NCT01738802","Interventional",1,"N/A",8,"Type 2",2,"Dietary Supplement",2,NA,111,"100-1,000","2012-01-01","2012","2016-04-01","2016",4.24914442162902,"2-5 years","2012-11-01","2012",0.835044490075291,"Completed",3,"Completed","No",2,"Walter Reed National Military Medical Center","US Fed",3,"1",20889,"Bethesda","MD",39.143979,-77.207617,1,"US",1
"2338","NCT01739712","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,114,"100-1,000","2012-10-01","2012","2016-08-01","2016",3.83299110198494,"2-5 years","2012-12-01","2012",0.167008898015058,"Completed",3,"Completed","No",2,"University of Arizona","Other",4,"1",85719,"Tucson","AZ",32.240625,-110.94791,1,"US",1
"2339","NCT01740817","Interventional",1,"N/A",8,"Diabetes",3,"Drug",2,NA,12,"<=50","2008-01-01","2008","2015-09-01","2015",7.66598220396988,"5-10 years","2012-12-01","2012",4.91718001368925,"Completed",3,"Completed","No",2,"The University of Texas Health Science Center at San Antonio","Other",4,"2",78229,"San Antonio","TX",29.499454,-98.57166,1,"US",1
"2340","NCT01741103","Interventional",1,"N/A",8,"Type 1",1,"Drug",2,NA,36,"<=50","2011-06-01","2011","2013-09-01","2013",2.25325119780972,"2-5 years","2012-12-01","2012",1.50308008213552,"Unknown status",10,"Other","No",2,"Kaleida Health","Other",4,"1",14221,"Buffalo","NY",42.977456,-78.73356,1,"US",1
"2341","NCT01741467","Interventional",1,"N/A",8,"Other",4,"Behavioral",1,NA,110,"100-1,000","2012-05-01","2012","2016-08-01","2016",4.25188227241615,"2-5 years","2012-12-01","2012",0.58590006844627,"Completed",3,"Completed","Yes",1,"Walter Reed National Military Medical Center","US Fed",3,"2",20889,"Bethesda","MD",39.143979,-77.207617,1,"US",1
"2342","NCT01742208","Interventional",1,"Phase 2",4,"Type 1",1,"Drug",3,NA,36,"<=50","2013-02-01","2013","2014-01-01","2014",0.914442162902122,"<= 1 year","2012-12-01","2012",-0.16974674880219,"Completed",3,"Completed","No",2,"Sanofi","Industry",1,"2",80045,"Aurora","CO",39.746736,-104.838361,1,"US",1
"2343","NCT01743963","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,38,"<=50","2012-12-01","2012","2014-03-01","2014",1.24572210814511,"1-2 years","2012-12-01","2012",0,"Completed",3,"Completed","No",2,"VA Eastern Colorado Health Care System","US Fed",3,"1",80045,"Aurora","CO",39.746736,-104.838361,1,"US",1
"2344","NCT01744132","Interventional",1,"N/A",8,"Other",4,"Behavioral",2,NA,3000,"1,000-5,000","2012-10-01","2012","2016-10-01","2016",4,"2-5 years","2012-12-01","2012",0.167008898015058,"Completed",3,"Completed","Yes",1,"Wills Eye","Other",4,"5+",19107,"Philadelphia","PA",39.952112,-75.15853,1,"US",1
"2345","NCT01745900","Observational",2,NA,NA,"Diabetes",3,NA,NA,1,125,"100-1,000","2012-12-01","2012","2013-03-01","2013",0.246406570841889,"<= 1 year","2012-12-01","2012",0,"Unknown status",10,"Other","No",2,"VeraLight, Inc.","Industry",1,"2",92108,"San Diego","CA",32.7736,-117.13785,1,"US",1
"2346","NCT01748305","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",1,NA,14,"<=50","2012-12-01","2012","2013-12-01","2013",0.999315537303217,"<= 1 year","2012-12-01","2012",0,"Terminated",9,"Other","No",2,"Oregon Health and Science University","Other",4,"1",97239,"Portland","OR",45.488031,-122.693796,1,"US",1
"2347","NCT01749176","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,126,"100-1,000","2012-10-01","2012","2014-10-01","2014",1.99863107460643,"1-2 years","2012-12-01","2012",0.167008898015058,"Completed",3,"Completed","No",2,"Scripps Whittier Diabetes Institute","Other",4,"3",NA,NA,NA,NA,NA,1,"US",1
"2348","NCT01749345","Observational",2,NA,NA,"Type 2",2,NA,NA,1,600,"100-1,000","2012-07-01","2012","2013-08-01","2013",1.08418891170431,"1-2 years","2012-12-01","2012",0.418891170431211,"Unknown status",10,"Other","No",2,"Medical University of South Carolina","Other",4,"3",29401,"Charleston","SC",32.779126,-79.9355,1,"US",1
"2349","NCT01752842","Interventional",1,"N/A",8,"Type 2",2,"Drug",2,NA,114,"100-1,000","2013-03-01","2013","2018-02-01","2018",4.92265571526352,"2-5 years","2012-12-01","2012",-0.246406570841889,"Active, not recruiting",1,"Active, not recruiting","Yes",1,"Washington University School of Medicine","Other",4,"4",63110,"Saint Louis","MO",38.622601,-90.26182,1,"US",1
"2350","NCT01752985","Interventional",1,"Phase 2",4,"Other",4,"Drug",3,NA,89,"50-100","2013-03-01","2013","2015-06-01","2015",2.25051334702259,"2-5 years","2012-12-01","2012",-0.246406570841889,"Completed",3,"Completed","No",2,"Bristol-Myers Squibb","Industry",1,"1",35294,"Birmingham","AL",33.544622,-86.929208,4,"US",1
"2351","NCT01753362","Interventional",1,"Phase 3",6,"Type 1",1,"Drug",2,NA,84,"50-100","2012-12-01","2012","2018-02-01","2018",5.16906228610541,"5-10 years","2012-12-01","2012",0,"Recruiting",7,"Recruiting","No",2,"University at Buffalo","Other",4,"2",14215,"Buffalo","NY",42.934757,-78.8118,1,"US",1
"2352","NCT01753921","Observational",2,NA,NA,"Diabetes",3,"Other",NA,2,30,"<=50","2011-11-01","2011","2020-07-01","2020",8.6652977412731,"5-10 years","2012-12-01","2012",1.08418891170431,"Recruiting",7,"Recruiting","No",2,"Stanford University","Other",4,"2",94305,"Stanford","CA",37.427039,-122.16496,1,"US",1
"2353","NCT01753934","Observational",2,NA,NA,"Diabetes",3,NA,NA,1,120,"100-1,000","2011-05-01","2011","2020-05-01","2020",9.00205338809035,"5-10 years","2012-12-01","2012",1.58795345653662,"Recruiting",7,"Recruiting","No",2,"Stanford University","Other",4,"2",94305,"Stanford","CA",37.427039,-122.16496,1,"US",1
"2354","NCT01754259","Interventional",1,"Phase 3",6,"Type 1",1,"Drug",2,NA,47,"<=50","2013-04-01","2013","2015-12-01","2015",2.66666666666667,"2-5 years","2012-12-01","2012",-0.331279945242984,"Completed",3,"Completed","No",2,"Brigham and Women's Hospital","Other",4,"1",2115,"Boston","MA",42.34308,-71.09268,1,"US",1
"2355","NCT01754467","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",1,NA,9,"<=50","2013-02-01","2013","2013-10-01","2013",0.662559890485969,"<= 1 year","2012-12-01","2012",-0.16974674880219,"Completed",3,"Completed","No",2,"Northwestern University","Other",4,"1",60611,"Chicago","IL",41.904667,-87.62504,1,"US",1
"2356","NCT01755416","Interventional",1,"Phase 1",2,"Type 1",1,"Device",2,NA,15,"<=50","2013-01-01","2013","2015-01-01","2015",1.99863107460643,"1-2 years","2012-12-01","2012",-0.0848733744010951,"Completed",3,"Completed","No",2,"Albert Einstein College of Medicine, Inc.","Other",4,"2",10467,"Bronx","NY",40.872265,-73.86937,1,"US",1
"2357","NCT01755442","Interventional",1,"Phase 1",2,"Diabetes",3,"Other",2,NA,5,"<=50","2012-11-01","2012","2013-01-01","2013",0.167008898015058,"<= 1 year","2012-12-01","2012",0.082135523613963,"Terminated",9,"Other","No",2,"Amgen","Industry",1,"1",92161,"San Diego","CA",32.871846,-117.229119,1,"US",1
"2358","NCT01756274","Interventional",1,"N/A",8,"Diabetes",3,"Device",1,NA,162,"100-1,000","2012-12-01","2012","2013-02-01","2013",0.16974674880219,"<= 1 year","2012-12-01","2012",0,"Completed",3,"Completed","No",2,"Ascensia Diabetes Care","Industry",1,"1",63110,"Saint Louis","MO",38.622601,-90.26182,1,"US",1
"2359","NCT01757756","Interventional",1,"Phase 1",2,"Diabetes",3,"Drug",1,NA,12,"<=50","2012-10-01","2012","2012-11-01","2012",0.0848733744010951,"<= 1 year","2012-12-01","2012",0.167008898015058,"Completed",3,"Completed","No",2,"Pfizer","Industry",1,"1",33143,"Miami","FL",25.702929,-80.29642,1,"US",1
"2360","NCT01760447","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",2,NA,90,"50-100","2013-02-01","2013","2020-01-01","2020",6.91307323750856,"5-10 years","2013-01-01","2013",-0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"Merck Sharp & Dohme Corp.","Industry",1,"1",90027,"Los Angeles","CA",34.111208,-118.28842,23,"US",1
"2361","NCT01762046","Interventional",1,"Phase 1",2,"Type 2",2,"Drug",1,NA,1000,"100-1,000","2008-01-01","2008","2017-10-01","2017",9.74948665297741,"5-10 years","2013-01-01","2013",5.00205338809035,"Active, not recruiting",1,"Active, not recruiting","No",2,"Massachusetts General Hospital","Other",4,"4",2114,"Boston","MA",42.361792,-71.06774,1,"US",1
"2362","NCT01762059","Interventional",1,"N/A",8,"Type 1",1,"Device",2,NA,32,"<=50","2013-01-01","2013","2014-06-01","2014",1.41273100616016,"1-2 years","2013-01-01","2013",0,"Completed",3,"Completed","No",2,"Massachusetts General Hospital","Other",4,"2",2114,"Boston","MA",42.361792,-71.06774,1,"US",1
"2363","NCT01763346","Interventional",1,"N/A",8,"Other",4,"Drug",2,NA,88,"50-100","2013-06-01","2013","2018-07-01","2018",5.08145106091718,"5-10 years","2013-01-01","2013",-0.413415468856947,"Active, not recruiting",1,"Active, not recruiting","Yes",1,"University of Southern California","Other",4,"2",91011,"La Canada Flintridge","CA",34.211171,-118.19776,1,"US",1
"2364","NCT01764373","Interventional",1,"N/A",8,"Other",4,"Other",1,NA,19,"<=50","2012-06-01","2012","2013-07-01","2013",1.08145106091718,"1-2 years","2013-01-01","2013",0.58590006844627,"Completed",3,"Completed","No",2,"University of Kansas","Other",4,"1",66160,"Kansas City","KS",39.096551,-94.749538,1,"US",1
"2365","NCT01765270","Interventional",1,"Phase 4",7,"Type 2",2,"Drug",2,NA,12,"<=50","2013-03-01","2013","2014-06-01","2014",1.25119780971937,"1-2 years","2013-01-01","2013",-0.161533196440794,"Terminated",9,"Other","No",2,"Duke University","Other",4,"1",35211,"Birmingham","AL",33.479306,-86.85878,1,"US",1
"2366","NCT01767831","Observational",2,NA,NA,"Type 1",1,"Behavioral",NA,2,15,"<=50","2013-03-01","2013","2013-08-01","2013",0.418891170431211,"<= 1 year","2013-01-01","2013",-0.161533196440794,"Terminated",9,"Other","No",2,"University of Virginia","Other",4,"3",22904,"Charlottesville","VA",38.040101,-78.485066,1,"US",1
"2367","NCT01768559","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",3,NA,894,"100-1,000","2013-01-01","2013","2014-12-01","2014",1.91375770020534,"1-2 years","2013-01-01","2013",0,"Completed",3,"Completed","No",2,"Sanofi","Industry",1,"1",85351,"Sun City","AZ",33.60642,-112.28316,18,"US",1
"2368","NCT01769378","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",2,NA,300,"100-1,000","2013-01-01","2013","2014-12-01","2014",1.91375770020534,"1-2 years","2013-01-01","2013",0,"Completed",3,"Completed","No",2,"Eli Lilly and Company","Industry",1,"1",91710,"Chino","CA",34.015963,-117.68737,8,"US",1
"2369","NCT01770964","Interventional",1,"Phase 4",7,"Diabetes",3,"Drug",4,NA,90,"50-100","2012-12-01","2012","2013-07-01","2013",0.580424366872005,"<= 1 year","2013-01-01","2013",0.0848733744010951,"Unknown status",10,"Other","No",2,"Analgesic Solutions","Industry",1,"3",2135,"Brighton","MA",42.348418,-71.15349,1,"US",1
"2370","NCT01772173","Observational",2,NA,NA,"Diabetes",3,"Other",NA,1,800,"100-1,000","2013-02-01","2013","2017-03-01","2017",4.0766598220397,"2-5 years","2013-01-01","2013",-0.0848733744010951,"Completed",3,"Completed","No",2,"VA Office of Research and Development","US Fed",3,"1",52246,"Iowa City","IA",41.650916,-91.56058,1,"US",1
"2371","NCT01772680","Interventional",1,"Phase 1",2,"Other",4,"Dietary Supplement",1,NA,40,"<=50","2012-11-01","2012","2015-05-01","2015",2.49418206707734,"2-5 years","2013-01-01","2013",0.167008898015058,"Completed",3,"Completed","No",2,"Children's Hospital & Research Center Oakland","Other",4,"1",94609,"Oakland","CA",37.834926,-122.264,1,"US",1
"2372","NCT01773707","Interventional",1,"Phase 2",4,"Other",4,"Drug",2,NA,206,"100-1,000","2013-03-01","2013","2020-11-01","2020",7.67145790554415,"5-10 years","2013-01-01","2013",-0.161533196440794,"Recruiting",7,"Recruiting","Yes",1,"NIDDK","NIH",2,"2",94143,"San Francisco","CA",37.76313,-122.458582,2,"US",1
"2373","NCT01774968","Interventional",1,"Phase 4",7,"Type 2",2,"Drug",2,NA,325,"100-1,000","2013-02-01","2013","2014-05-01","2014",1.24298425735797,"1-2 years","2013-01-01","2013",-0.0848733744010951,"Completed",3,"Completed","No",2,"Eli Lilly and Company","Industry",1,"1",36617,"Mobile","AL",30.717539,-88.09609,2,"US",1
"2374","NCT01778049","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",8,NA,708,"100-1,000","2013-01-01","2013","2015-03-01","2015",2.16016427104723,"2-5 years","2013-01-01","2013",0,"Completed",3,"Completed","No",2,"Boehringer Ingelheim","Industry",1,"2",NA,NA,NA,NA,NA,11,"US",1
"2375","NCT01778751","Interventional",1,"Early Phase 1",1,"Diabetes",3,"Behavioral",2,NA,50,"<=50","2013-12-01","2013","2014-12-01","2014",0.999315537303217,"<= 1 year","2013-01-01","2013",-0.914442162902122,"Completed",3,"Completed","No",2,"VA Office of Research and Development","US Fed",3,"1",27705,"Durham","NC",36.015992,-78.95911,1,"US",1
"2376","NCT01779362","Interventional",1,"Phase 3",6,"Other",4,"Drug",4,NA,255,"100-1,000","2013-04-01","2013","2019-03-01","2019",5.91375770020534,"5-10 years","2013-01-01","2013",-0.246406570841889,"Recruiting",7,"Recruiting","No",2,"RISE Study Group","Other",4,"2",60612,"Chicago","IL",41.880682,-87.6877,1,"US",1
